id_sprzedaz,id_restauracji,id_pracownika,id_dania,data
2565,11,900,198,10/02/2020
2566,82,478,219,22/12/2020
2567,4,962,172,03/11/2022
2568,9,739,111,19/05/2022
2569,55,839,84,05/05/2022
2570,59,786,5,24/04/2021
2571,64,981,68,16/11/2022
2572,7,181,38,10/04/2020
2573,71,467,197,22/10/2020
2574,74,494,64,25/01/2022
2575,96,311,240,25/02/2021
2576,91,942,157,04/12/2020
2577,12,462,150,16/02/2022
2578,40,326,249,21/06/2021
2579,28,407,7,25/06/2022
2580,27,997,33,04/05/2021
2581,71,400,263,13/10/2021
2582,21,950,79,20/05/2020
2583,66,408,297,09/08/2020
2584,26,370,185,11/01/2021
2585,19,552,141,25/01/2020
2586,26,984,216,19/09/2020
2587,66,981,257,13/09/2020
2588,85,782,97,28/01/2022
2589,15,153,200,10/06/2022
2590,17,429,148,13/10/2022
2591,99,532,254,08/11/2022
2592,57,961,51,26/12/2020
2593,2,566,96,06/04/2022
2594,5,557,148,15/06/2022
2595,79,982,104,11/03/2020
2596,42,511,55,08/12/2022
2597,92,543,294,11/04/2021
2598,24,671,138,28/02/2022
2599,35,613,127,27/07/2022
2600,62,788,32,04/09/2021
2601,25,520,169,18/02/2021
2602,67,178,79,13/04/2020
2603,87,867,62,11/03/2020
2604,90,144,10,11/01/2021
2605,90,731,224,04/11/2022
2606,76,438,19,27/01/2022
2607,55,814,62,04/02/2021
2608,48,980,258,05/07/2021
2609,26,147,223,17/04/2022
2610,99,975,259,03/05/2021
2611,24,927,52,14/01/2021
2612,64,649,55,01/07/2022
2613,34,677,233,11/10/2022
2614,71,588,51,14/12/2022
2615,85,371,32,16/04/2020
2616,20,275,2,29/12/2020
2617,13,499,115,05/09/2021
2618,67,969,12,06/12/2022
2619,5,456,210,23/09/2021
2620,71,250,111,08/07/2021
2621,74,254,130,18/01/2022
2622,65,420,251,13/06/2021
2623,5,892,287,29/06/2022
2624,38,964,134,19/01/2021
2625,80,591,14,19/12/2022
2626,73,331,98,18/02/2021
2627,89,753,206,14/11/2022
2628,10,575,84,27/01/2020
2629,65,218,187,22/02/2020
2630,35,799,194,07/08/2022
2631,25,667,90,25/02/2020
2632,98,297,167,25/01/2020
2633,72,807,211,11/04/2020
2634,97,942,236,26/02/2020
2635,73,740,193,26/01/2022
2636,81,761,68,24/04/2022
2637,24,943,268,20/08/2022
2638,97,576,285,05/12/2020
2639,43,251,187,18/05/2022
2640,100,994,273,09/12/2022
2641,35,960,231,13/04/2020
2642,77,213,12,03/01/2020
2643,100,872,10,24/02/2020
2644,7,798,37,24/04/2020
2645,70,256,172,10/02/2021
2646,62,521,30,17/07/2022
2647,27,267,85,07/08/2020
2648,91,755,125,26/01/2021
2649,21,851,141,15/11/2022
2650,90,795,76,05/03/2022
2651,69,220,216,20/04/2022
2652,26,341,99,25/12/2022
2653,57,462,105,12/08/2020
2654,88,852,284,13/08/2020
2655,58,947,241,10/06/2022
2656,89,849,7,19/05/2021
2657,23,230,137,18/11/2022
2658,26,445,11,26/09/2022
2659,75,271,231,16/07/2021
2660,5,928,6,20/02/2021
2661,73,529,201,25/08/2021
2662,56,987,44,09/11/2022
2663,45,275,79,16/10/2021
2664,27,999,83,30/10/2021
2665,75,445,223,01/10/2020
2666,71,451,114,26/08/2021
2667,7,755,5,27/04/2021
2668,4,852,44,25/10/2020
2669,67,290,255,18/07/2020
2670,73,937,35,30/04/2021
2671,92,674,294,23/07/2021
2672,80,416,141,20/08/2021
2673,32,796,134,27/05/2021
2674,49,746,34,12/01/2021
2675,6,604,37,30/07/2022
2676,93,518,51,14/07/2022
2677,12,800,251,06/07/2021
2678,91,501,191,11/04/2020
2679,74,884,213,12/07/2022
2680,60,165,33,19/09/2020
2681,24,897,269,09/09/2022
2682,81,775,152,28/11/2022
2683,42,976,33,24/03/2020
2684,74,216,27,14/04/2021
2685,29,632,275,21/07/2022
2686,84,386,136,23/08/2022
2687,64,617,5,12/08/2020
2688,90,484,275,15/01/2022
2689,42,799,27,15/02/2022
2690,62,462,295,30/08/2020
2691,63,649,156,13/04/2021
2692,87,833,147,09/06/2021
2693,29,171,271,02/09/2020
2694,23,162,116,27/12/2022
2695,4,217,187,16/10/2021
2696,93,694,202,09/06/2021
2697,95,276,163,04/07/2021
2698,63,145,28,17/11/2020
2699,38,930,211,12/06/2020
2700,3,189,176,04/07/2021
2701,40,385,163,04/12/2021
2702,49,154,235,24/08/2022
2703,19,980,243,28/10/2021
2704,58,930,163,17/03/2020
2705,66,626,4,14/12/2021
2706,18,258,55,27/09/2022
2707,81,492,282,02/11/2022
2708,8,243,162,17/02/2021
2709,29,808,63,05/05/2020
2710,32,894,97,27/09/2020
2711,18,840,65,21/06/2022
2712,70,851,214,01/12/2020
2713,32,510,211,03/09/2021
2714,41,935,136,17/04/2021
2715,39,310,93,22/09/2022
2716,56,230,143,01/08/2021
2717,45,849,21,14/09/2020
2718,52,814,159,08/12/2022
2719,34,960,189,22/03/2022
2720,12,151,157,15/03/2020
2721,39,800,248,20/01/2020
2722,87,163,84,26/04/2020
2723,78,371,172,13/07/2022
2724,33,865,2,19/02/2020
2725,35,999,107,12/11/2021
2726,61,811,146,22/09/2020
2727,81,303,162,05/11/2020
2728,83,756,106,25/06/2020
2729,49,910,214,14/06/2020
2730,57,531,10,12/04/2020
2731,96,179,146,05/03/2022
2732,61,255,63,01/06/2021
2733,2,721,122,09/12/2022
2734,3,480,183,18/12/2020
2735,50,173,192,28/11/2022
2736,83,485,295,08/07/2022
2737,97,296,250,13/12/2022
2738,6,437,242,28/04/2021
2739,53,644,78,28/09/2021
2740,45,223,84,06/05/2021
2741,20,363,166,27/02/2020
2742,90,239,139,13/12/2022
2743,66,538,152,01/04/2020
2744,59,848,65,20/01/2021
2745,14,943,110,01/02/2022
2746,6,854,204,12/06/2021
2747,96,861,39,02/03/2022
2748,14,661,125,26/03/2021
2749,26,863,39,02/12/2020
2750,81,576,298,19/03/2020
2751,66,223,28,25/10/2021
2752,20,262,269,04/11/2022
2753,22,858,74,14/09/2021
2754,65,511,156,17/02/2022
2755,13,726,72,16/06/2021
2756,48,184,180,15/04/2020
2757,38,414,23,20/02/2021
2758,99,188,204,01/08/2021
2759,84,422,261,06/07/2020
2760,60,960,220,19/09/2021
2761,98,624,240,31/08/2020
2762,24,701,132,23/06/2022
2763,50,733,91,05/06/2021
2764,59,926,89,09/04/2020
2765,82,351,284,05/04/2020
2766,85,995,122,22/10/2022
2767,54,833,203,05/09/2020
2768,45,435,132,31/08/2021
2769,66,563,110,15/03/2020
2770,62,742,111,27/12/2020
2771,77,860,215,15/03/2022
2772,84,910,95,29/05/2022
2773,26,933,104,02/06/2022
2774,77,745,40,22/11/2022
2775,51,316,184,22/03/2022
2776,57,428,53,19/06/2021
2777,54,680,181,24/01/2021
2778,85,572,118,26/04/2021
2779,81,657,40,11/08/2020
2780,9,638,95,24/09/2021
2781,51,581,3,02/07/2020
2782,55,536,195,23/12/2021
2783,44,432,175,20/04/2022
2784,5,430,92,02/11/2021
2785,40,272,78,30/08/2021
2786,91,532,237,29/09/2020
2787,20,280,205,13/03/2021
2788,16,900,206,23/09/2022
2789,8,302,39,15/12/2021
2790,9,656,289,02/10/2022
2791,39,953,81,12/07/2021
2792,27,537,267,19/06/2021
2793,67,349,209,08/08/2022
2794,32,635,293,05/06/2021
2795,77,716,76,16/03/2022
2796,47,806,234,22/12/2020
2797,39,648,181,17/05/2021
2798,98,473,33,29/01/2020
2799,15,759,210,07/10/2022
2800,71,838,149,26/04/2021
2801,93,179,128,19/10/2021
2802,2,975,215,19/09/2021
2803,87,795,183,02/02/2022
2804,7,980,238,06/06/2020
2805,69,233,97,22/05/2022
2806,16,262,142,02/12/2020
2807,89,534,195,30/11/2021
2808,12,252,67,29/06/2022
2809,28,963,124,15/05/2021
2810,34,855,107,16/09/2021
2811,34,854,82,15/07/2022
2812,57,737,209,31/12/2021
2813,77,789,206,25/10/2020
2814,91,514,261,20/09/2022
2815,71,438,158,08/09/2020
2816,34,474,6,24/05/2021
2817,44,659,286,12/03/2022
2818,92,429,274,30/06/2021
2819,37,735,109,19/02/2022
2820,70,612,8,05/10/2021
2821,35,711,268,09/06/2021
2822,73,473,300,23/02/2020
2823,94,803,160,05/12/2020
2824,10,312,204,21/12/2022
2825,85,280,101,17/08/2021
2826,74,287,90,15/11/2022
2827,68,713,256,20/12/2020
2828,46,349,148,23/04/2021
2829,45,538,243,04/12/2021
2830,88,471,298,05/07/2022
2831,18,315,68,15/01/2022
2832,41,286,34,18/02/2020
2833,6,938,196,01/12/2022
2834,70,637,7,04/12/2022
2835,78,343,295,10/12/2022
2836,20,732,194,08/04/2022
2837,17,190,114,14/06/2020
2838,70,792,62,28/09/2022
2839,46,147,226,27/12/2021
2840,32,605,232,10/12/2020
2841,11,354,116,20/08/2021
2842,49,241,23,20/01/2020
2843,26,795,228,23/07/2020
2844,93,626,23,29/12/2022
2845,91,643,266,27/07/2022
2846,95,333,133,20/10/2022
2847,20,350,117,30/11/2021
2848,34,776,106,01/09/2020
2849,72,357,212,10/04/2021
2850,51,613,282,26/09/2022
2851,22,968,219,16/11/2021
2852,83,639,280,28/01/2020
2853,63,619,169,11/02/2021
2854,70,260,80,09/09/2021
2855,58,829,63,01/05/2020
2856,73,750,25,06/01/2020
2857,56,987,184,20/02/2021
2858,23,604,262,31/05/2021
2859,50,228,163,17/01/2020
2860,79,910,207,19/06/2022
2861,89,553,101,20/08/2020
2862,65,895,40,06/01/2020
2863,67,523,281,02/06/2022
2864,30,240,86,16/03/2020
2865,85,892,81,16/08/2022
2866,26,216,272,24/05/2021
2867,18,227,282,02/06/2022
2868,18,537,127,14/04/2021
2869,76,520,212,24/05/2020
2870,92,884,127,07/02/2021
2871,40,670,99,27/03/2022
2872,66,840,7,31/10/2022
2873,9,694,78,15/10/2020
2874,79,891,70,27/09/2021
2875,51,169,60,16/05/2021
2876,59,363,39,22/12/2021
2877,74,533,21,23/01/2022
2878,48,215,198,20/11/2021
2879,13,176,216,01/08/2022
2880,96,283,289,22/08/2021
2881,66,221,173,24/07/2020
2882,57,947,271,16/03/2021
2883,29,745,53,27/02/2022
2884,93,717,215,01/06/2022
2885,37,642,280,22/11/2020
2886,97,234,142,24/12/2021
2887,60,587,130,12/12/2022
2888,47,223,245,02/07/2022
2889,50,457,165,30/06/2022
2890,20,462,4,31/08/2020
2891,37,370,131,14/11/2020
2892,13,557,238,26/01/2020
2893,18,208,261,14/12/2022
2894,58,935,37,08/11/2020
2895,29,515,92,02/01/2020
2896,74,980,291,16/10/2022
2897,38,684,16,20/10/2022
2898,56,964,242,27/12/2021
2899,73,237,59,27/07/2020
2900,67,369,111,02/07/2022
2901,99,243,59,09/09/2022
2902,4,279,182,14/10/2022
2903,57,878,157,01/10/2022
2904,97,760,53,10/08/2020
2905,12,372,212,23/04/2022
2906,78,904,109,10/08/2021
2907,39,514,290,12/08/2021
2908,23,196,15,04/09/2021
2909,98,867,184,30/01/2021
2910,12,541,197,21/07/2022
2911,26,383,124,04/04/2021
2912,99,729,118,11/11/2020
2913,100,171,265,28/01/2020
2914,80,206,243,15/09/2022
2915,4,345,62,02/08/2021
2916,42,776,115,08/05/2021
2917,82,790,119,12/11/2021
2918,4,231,59,26/03/2021
2919,33,459,8,16/10/2021
2920,97,366,56,21/08/2022
2921,23,800,221,10/08/2021
2922,70,690,64,13/09/2022
2923,7,743,102,09/01/2021
2924,46,429,130,24/10/2021
2925,88,766,256,15/04/2021
2926,75,220,13,23/04/2022
2927,95,357,164,05/01/2021
2928,62,360,74,26/05/2020
2929,99,638,178,23/10/2020
2930,13,603,184,31/08/2020
2931,68,247,275,10/08/2020
2932,7,401,222,20/08/2022
2933,33,285,23,13/09/2022
2934,2,472,274,17/10/2022
2935,3,336,279,27/02/2020
2936,65,495,275,26/05/2022
2937,73,714,121,23/11/2020
2938,64,601,241,08/05/2020
2939,92,927,255,01/11/2020
2940,10,572,60,24/01/2021
2941,50,206,86,17/11/2020
2942,70,959,3,04/01/2020
2943,14,969,84,16/07/2020
2944,71,768,259,09/06/2022
2945,49,260,29,25/11/2022
2946,70,913,267,18/04/2022
2947,95,411,272,10/11/2020
2948,53,366,174,28/04/2022
2949,3,168,75,21/11/2020
2950,62,804,239,09/10/2021
2951,25,560,257,09/11/2021
2952,3,472,60,01/06/2022
2953,53,553,300,08/04/2021
2954,81,575,209,27/10/2020
2955,1,849,294,10/01/2021
2956,99,982,205,02/03/2021
2957,52,470,168,07/09/2022
2958,8,184,201,08/01/2020
2959,74,655,225,08/11/2022
2960,55,502,221,13/12/2020
2961,54,641,228,03/11/2020
2962,78,409,157,02/12/2022
2963,66,602,233,03/11/2022
2964,89,972,115,11/04/2022
2965,76,269,247,31/07/2020
2966,80,329,207,22/08/2021
2967,77,561,174,05/05/2020
2968,20,596,48,07/06/2021
2969,17,545,94,23/12/2022
2970,20,428,259,08/09/2021
2971,45,858,272,14/12/2021
2972,70,642,1,10/07/2021
2973,77,495,286,11/09/2021
2974,78,572,172,27/05/2020
2975,70,735,240,07/04/2020
2976,66,630,95,26/09/2020
2977,72,235,279,28/01/2021
2978,83,629,29,06/09/2020
2979,8,280,185,09/12/2021
2980,20,868,243,28/07/2021
2981,16,319,52,27/12/2022
2982,53,242,170,13/10/2020
2983,32,709,130,17/07/2021
2984,75,703,274,08/12/2020
2985,17,962,103,18/03/2021
2986,15,605,67,19/07/2021
2987,49,843,162,27/04/2020
2988,50,173,178,19/07/2021
2989,66,309,129,25/01/2021
2990,52,493,286,17/02/2021
2991,11,647,92,15/03/2020
2992,25,962,83,24/04/2020
2993,87,243,138,03/04/2020
2994,42,488,52,11/03/2021
2995,77,990,80,28/06/2021
2996,30,168,169,25/06/2020
2997,72,683,85,12/08/2021
2998,85,522,82,17/10/2021
2999,65,369,50,03/11/2020
3000,89,617,3,24/09/2020
3001,67,424,77,01/04/2022
3002,9,790,81,13/10/2020
3003,61,548,186,14/10/2020
3004,69,423,21,19/08/2021
3005,52,471,159,12/02/2022
3006,55,916,169,24/06/2022
3007,98,222,55,09/07/2021
3008,66,976,214,11/01/2021
3009,23,171,218,10/12/2020
3010,29,654,253,26/12/2020
3011,66,838,264,07/03/2020
3012,29,184,261,07/11/2021
3013,96,195,11,10/04/2021
3014,85,394,41,09/06/2021
3015,61,625,222,13/06/2020
3016,83,352,15,08/04/2021
3017,76,433,29,01/04/2022
3018,71,257,47,12/08/2020
3019,21,784,116,01/02/2021
3020,78,459,280,13/06/2022
3021,24,546,196,26/03/2021
3022,50,837,215,15/03/2021
3023,22,813,168,24/06/2021
3024,23,696,251,17/11/2022
3025,57,688,188,22/09/2020
3026,27,409,5,31/10/2021
3027,90,395,84,28/03/2022
3028,98,237,10,14/12/2020
3029,23,961,28,19/10/2022
3030,97,430,300,10/12/2021
3031,63,914,152,12/02/2022
3032,77,497,5,09/06/2020
3033,3,218,210,14/02/2020
3034,19,384,254,16/01/2020
3035,35,817,78,26/12/2022
3036,97,594,178,21/06/2021
3037,79,462,56,21/02/2020
3038,88,557,273,12/08/2021
3039,22,559,192,17/09/2021
3040,15,251,173,01/06/2022
3041,88,462,19,17/02/2022
3042,47,335,6,14/03/2022
3043,9,710,191,11/03/2021
3044,5,543,167,08/07/2022
3045,57,794,270,18/07/2020
3046,31,676,37,14/10/2021
3047,11,334,108,08/04/2020
3048,23,622,252,26/06/2022
3049,96,387,112,28/07/2020
3050,93,308,228,18/06/2022
3051,1,962,30,28/09/2020
3052,46,529,69,21/07/2020
3053,14,896,1,26/06/2021
3054,68,369,192,20/07/2020
3055,69,547,217,24/02/2020
3056,72,253,207,22/02/2022
3057,94,283,132,26/04/2020
3058,17,930,279,17/03/2021
3059,26,700,275,29/04/2021
3060,17,450,110,06/03/2021
3061,29,364,92,03/06/2020
3062,26,424,148,30/11/2021
3063,26,605,82,18/03/2022
3064,92,443,189,06/02/2020
3065,40,331,243,30/08/2020
3066,30,765,134,03/06/2020
3067,41,487,155,12/10/2020
3068,12,788,296,21/07/2021
3069,2,527,246,07/05/2020
3070,68,220,252,15/05/2021
3071,11,807,278,23/12/2020
3072,68,848,235,24/12/2021
3073,47,309,182,10/09/2021
3074,7,172,64,09/06/2021
3075,14,404,199,24/04/2022
3076,80,179,184,21/09/2022
3077,52,557,86,09/12/2021
3078,99,890,10,10/11/2020
3079,87,792,240,08/06/2022
3080,100,740,45,19/01/2022
3081,92,998,219,26/12/2021
3082,94,203,233,27/04/2022
3083,90,723,213,05/07/2022
3084,97,153,300,30/04/2022
3085,3,917,276,27/05/2020
3086,88,791,139,06/06/2020
3087,41,330,12,18/10/2020
3088,83,734,248,06/05/2020
3089,24,302,251,22/02/2022
3090,22,766,29,07/12/2021
3091,25,188,167,10/03/2022
3092,100,494,159,03/02/2020
3093,53,791,89,03/01/2021
3094,45,927,57,28/02/2020
3095,42,571,289,06/07/2020
3096,90,152,288,15/07/2020
3097,32,559,229,04/01/2020
3098,7,807,44,08/01/2022
3099,87,904,115,20/08/2022
3100,1,676,229,11/05/2022
3101,63,521,224,02/01/2020
3102,51,399,217,07/10/2022
3103,31,675,36,05/12/2020
3104,76,867,181,02/02/2022
3105,62,719,74,15/02/2021
3106,31,856,69,28/11/2021
3107,34,643,82,05/09/2022
3108,87,709,278,06/10/2022
3109,2,437,213,08/06/2020
3110,15,819,129,09/01/2022
3111,30,419,32,12/07/2021
3112,40,310,244,24/08/2021
3113,92,597,27,16/11/2021
3114,23,784,65,11/05/2021
3115,27,939,62,02/05/2022
3116,84,948,89,15/01/2022
3117,46,622,253,28/04/2022
3118,32,196,137,12/01/2020
3119,79,694,58,25/08/2021
3120,96,392,187,05/08/2022
3121,19,782,72,09/10/2020
3122,65,455,36,22/03/2022
3123,49,159,51,06/09/2022
3124,7,649,211,27/01/2021
3125,11,344,272,23/11/2022
3126,42,820,36,20/02/2020
3127,25,875,39,08/12/2022
3128,48,844,218,05/09/2021
3129,5,895,87,01/10/2020
3130,20,840,200,08/02/2020
3131,9,348,89,05/01/2022
3132,68,406,206,11/12/2020
3133,62,391,202,10/01/2020
3134,36,892,47,11/10/2021
3135,30,877,203,16/03/2022
3136,87,711,1,24/05/2021
3137,83,839,130,23/07/2022
3138,47,787,247,02/04/2020
3139,71,925,73,09/01/2022
3140,85,956,298,10/12/2020
3141,45,583,131,17/08/2020
3142,47,895,94,01/08/2021
3143,83,455,211,15/09/2022
3144,24,149,79,13/11/2020
3145,33,445,282,25/09/2021
3146,33,373,133,23/01/2020
3147,46,687,90,04/12/2021
3148,17,473,131,14/09/2021
3149,17,442,239,05/11/2020
3150,7,888,39,22/11/2022
3151,12,528,289,09/11/2022
3152,47,904,233,27/11/2020
3153,71,841,165,04/01/2022
3154,95,427,124,03/05/2021
3155,15,577,268,24/10/2021
3156,28,453,108,07/10/2021
3157,85,876,250,04/02/2021
3158,95,371,278,10/06/2022
3159,37,380,254,06/04/2020
3160,66,624,157,08/08/2021
3161,11,816,141,28/09/2021
3162,89,978,21,03/03/2020
3163,80,707,146,21/08/2022
3164,51,405,45,13/09/2022
3165,62,668,270,31/07/2022
3166,82,560,94,06/01/2021
3167,36,260,207,24/04/2020
3168,74,438,58,13/02/2020
3169,90,533,247,21/02/2022
3170,58,700,213,07/04/2021
3171,72,865,5,30/03/2021
3172,98,462,179,27/07/2021
3173,16,684,154,12/10/2020
3174,36,504,238,18/08/2022
3175,71,207,149,16/11/2021
3176,49,773,109,02/09/2022
3177,76,263,219,12/11/2021
3178,99,517,135,21/08/2022
3179,46,152,125,25/01/2021
3180,45,301,14,25/12/2020
3181,69,545,63,18/08/2021
3182,78,212,65,18/06/2020
3183,23,765,46,13/07/2020
3184,63,960,135,22/04/2020
3185,88,922,115,24/11/2022
3186,22,994,240,06/02/2020
3187,50,241,254,13/04/2021
3188,92,163,177,21/06/2020
3189,63,263,87,17/10/2021
3190,79,938,46,23/11/2022
3191,43,280,131,10/01/2020
3192,86,373,83,04/05/2020
3193,8,513,242,27/11/2022
3194,48,530,206,01/05/2020
3195,50,597,192,12/09/2021
3196,58,525,244,02/12/2021
3197,2,608,229,09/12/2021
3198,33,736,159,05/09/2021
3199,87,883,133,26/01/2021
3200,95,764,120,17/03/2020
3201,54,579,37,08/04/2022
3202,48,754,239,01/06/2021
3203,42,901,45,27/04/2020
3204,88,622,233,03/12/2021
3205,48,519,9,05/03/2021
3206,69,805,296,23/01/2020
3207,10,247,66,18/04/2022
3208,14,230,160,29/06/2020
3209,52,855,172,12/03/2022
3210,40,771,133,02/07/2022
3211,93,307,289,16/06/2021
3212,52,554,88,26/12/2022
3213,17,369,7,02/09/2021
3214,64,526,259,03/03/2022
3215,44,544,218,15/09/2020
3216,75,384,211,20/08/2022
3217,22,956,169,17/08/2020
3218,84,847,119,11/02/2020
3219,77,600,57,07/01/2021
3220,93,717,204,08/09/2022
3221,4,382,265,19/08/2021
3222,89,587,234,19/01/2020
3223,75,953,134,21/07/2021
3224,43,404,295,21/09/2022
3225,63,609,149,16/12/2021
3226,42,199,91,13/02/2022
3227,9,745,228,10/03/2020
3228,34,270,148,26/04/2022
3229,50,845,113,06/04/2020
3230,88,254,43,24/11/2020
3231,85,424,60,29/08/2021
3232,65,846,281,11/03/2020
3233,18,516,61,12/08/2022
3234,4,428,207,15/08/2022
3235,96,635,299,20/11/2020
3236,50,880,6,24/10/2021
3237,100,731,195,15/09/2020
3238,65,886,49,07/09/2022
3239,47,676,10,15/01/2022
3240,33,747,29,27/02/2021
3241,25,931,47,10/09/2021
3242,81,577,196,15/12/2022
3243,48,234,249,01/06/2020
3244,88,661,129,14/03/2022
3245,45,952,300,30/07/2022
3246,60,463,37,01/09/2021
3247,69,466,73,09/10/2022
3248,61,170,50,31/03/2022
3249,13,463,257,15/01/2020
3250,27,922,221,27/12/2021
3251,17,331,135,14/04/2021
3252,56,457,278,25/08/2022
3253,29,673,230,27/06/2022
3254,98,240,292,05/01/2021
3255,32,763,259,25/03/2021
3256,36,769,209,14/06/2020
3257,89,382,5,27/09/2020
3258,44,195,179,19/07/2022
3259,74,980,92,11/12/2022
3260,43,957,92,12/07/2020
3261,66,231,168,13/12/2021
3262,74,144,176,05/08/2022
3263,77,265,67,20/01/2021
3264,67,573,143,19/01/2020
3265,15,1000,142,31/01/2020
3266,62,343,132,19/02/2022
3267,21,817,195,28/07/2021
3268,33,299,213,01/02/2020
3269,7,371,112,01/09/2020
3270,94,152,49,28/08/2021
3271,17,451,113,03/04/2021
3272,65,972,268,08/11/2021
3273,90,156,280,22/02/2022
3274,29,501,113,08/10/2020
3275,12,671,39,20/11/2020
3276,15,336,159,06/11/2021
3277,42,595,95,09/12/2020
3278,81,166,194,08/11/2021
3279,94,903,150,30/01/2021
3280,15,163,284,22/12/2021
3281,69,585,289,24/03/2022
3282,25,744,42,16/10/2021
3283,24,450,27,17/09/2020
3284,14,689,219,11/11/2020
3285,32,528,12,04/01/2022
3286,31,584,45,01/08/2022
3287,4,224,179,02/02/2020
3288,27,917,224,23/08/2022
3289,91,490,269,03/05/2021
3290,98,293,245,01/03/2022
3291,2,882,168,05/01/2021
3292,90,354,14,11/11/2021
3293,5,646,17,17/08/2022
3294,64,812,218,13/09/2021
3295,52,906,24,07/08/2021
3296,78,501,182,30/06/2022
3297,1,349,147,24/04/2020
3298,89,859,162,25/12/2020
3299,76,403,42,11/09/2020
3300,81,206,250,06/09/2021
3301,58,679,168,22/03/2021
3302,13,929,10,21/09/2020
3303,27,375,19,19/11/2022
3304,80,481,37,01/11/2021
3305,87,706,159,30/08/2021
3306,83,236,89,11/06/2021
3307,8,905,69,04/03/2021
3308,87,776,155,11/12/2020
3309,58,201,121,27/07/2021
3310,38,726,199,26/11/2020
3311,88,528,138,08/06/2020
3312,35,376,245,08/06/2022
3313,61,313,229,12/02/2021
3314,11,142,100,26/10/2022
3315,40,176,96,15/11/2021
3316,17,251,269,21/02/2021
3317,23,162,117,14/01/2022
3318,68,913,68,06/06/2022
3319,18,367,61,18/03/2022
3320,64,434,72,16/10/2022
3321,53,764,236,02/08/2022
3322,90,954,218,08/09/2020
3323,30,651,82,12/12/2020
3324,55,427,247,04/06/2021
3325,33,826,299,09/05/2022
3326,5,289,138,06/12/2021
3327,78,167,48,26/09/2022
3328,24,275,188,17/02/2022
3329,17,775,245,22/09/2020
3330,78,897,50,09/09/2021
3331,6,691,262,20/10/2022
3332,9,172,277,17/05/2021
3333,99,475,58,13/08/2022
3334,33,963,285,08/12/2021
3335,66,278,188,20/03/2022
3336,44,182,139,13/07/2022
3337,45,426,132,27/11/2021
3338,63,271,14,04/02/2022
3339,77,165,296,09/01/2022
3340,51,905,125,22/09/2022
3341,87,231,5,22/10/2021
3342,31,386,59,12/06/2021
3343,79,214,120,11/06/2021
3344,45,819,181,09/11/2022
3345,45,668,236,10/02/2020
3346,41,322,96,21/04/2020
3347,77,751,48,08/02/2020
3348,66,643,72,17/01/2021
3349,91,851,297,17/02/2022
3350,76,766,49,10/12/2021
3351,11,461,254,29/06/2020
3352,31,851,231,15/08/2021
3353,41,787,226,10/01/2020
3354,39,368,232,20/10/2020
3355,36,461,162,23/11/2022
3356,57,689,290,22/04/2020
3357,77,741,179,13/11/2022
3358,81,436,165,19/05/2022
3359,49,205,143,25/10/2021
3360,59,711,174,05/07/2020
3361,74,203,45,20/01/2020
3362,71,404,206,15/03/2020
3363,92,222,98,22/05/2022
3364,92,224,79,04/06/2022
3365,59,377,125,22/02/2020
3366,12,755,106,01/05/2020
3367,42,715,276,08/12/2021
3368,24,373,130,10/06/2020
3369,47,836,283,06/11/2020
3370,66,326,3,24/01/2022
3371,5,968,77,20/05/2020
3372,72,719,264,11/04/2022
3373,79,449,173,24/09/2021
3374,73,425,155,11/03/2022
3375,72,267,96,03/07/2021
3376,31,679,267,02/01/2022
3377,18,504,294,26/03/2021
3378,86,857,153,22/05/2021
3379,25,879,234,16/04/2022
3380,67,170,113,04/07/2021
3381,93,217,190,18/10/2021
3382,56,916,222,30/05/2021
3383,27,246,160,13/10/2020
3384,18,796,125,29/10/2022
3385,32,691,250,05/11/2021
3386,15,309,162,03/01/2021
3387,26,895,276,12/12/2021
3388,45,360,41,12/11/2022
3389,90,157,38,16/10/2021
3390,94,468,214,01/12/2021
3391,66,992,209,06/08/2022
3392,69,930,166,06/10/2020
3393,69,644,202,05/04/2022
3394,15,457,119,10/05/2022
3395,15,213,296,01/03/2021
3396,89,699,103,27/01/2022
3397,2,337,87,26/11/2020
3398,66,794,109,19/06/2022
3399,41,579,294,21/12/2022
3400,33,720,292,29/09/2021
3401,29,720,86,26/04/2020
3402,48,589,116,18/05/2022
3403,73,625,195,05/12/2020
3404,85,545,283,27/06/2021
3405,68,748,224,21/10/2022
3406,33,940,263,17/12/2022
3407,91,463,187,13/06/2020
3408,12,285,274,22/08/2021
3409,83,260,202,30/06/2022
3410,34,327,27,27/12/2020
3411,81,971,11,14/08/2020
3412,18,353,250,13/06/2020
3413,69,630,46,25/08/2021
3414,24,278,174,11/05/2022
3415,37,663,178,16/04/2021
3416,20,809,288,13/03/2020
3417,71,450,251,20/06/2022
3418,86,170,127,30/05/2022
3419,49,157,248,15/08/2020
3420,9,743,221,12/10/2020
3421,53,860,32,25/10/2022
3422,76,143,291,30/11/2020
3423,42,879,127,27/07/2021
3424,5,870,68,08/07/2022
3425,16,449,202,15/12/2021
3426,30,147,156,29/01/2021
3427,55,743,163,21/11/2022
3428,86,583,161,18/12/2021
3429,6,848,244,21/07/2020
3430,11,713,129,13/12/2021
3431,9,946,29,22/05/2020
3432,82,457,100,11/06/2021
3433,91,257,30,27/02/2021
3434,29,582,150,30/09/2021
3435,34,166,163,10/10/2022
3436,70,515,8,12/05/2022
3437,34,471,82,18/07/2020
